Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D3.raw
A0A0H2XEL8	A0A0H2XEL8	A0A0H2XEL8_STAA3	SAUSA300_1536	Uncharacterized protein	326666	336201	321478	551125	599907	542026	655035	698605	643572	661433	618220	586326
A0A0H2XEM0	A0A0H2XEM0	A0A0H2XEM0_STAA3	SAUSA300_2593	Uncharacterized protein	19893.5	10285.4	25325.7	29686.9	12699.9	45907.4	23735.8	40351.8	44380.9	39504.3	30270.9	28713.6
A0A0H2XEM1	A0A0H2XEM1	A0A0H2XEM1_STAA3	SAUSA300_0422	Uncharacterized protein	59851.9	35186.6	23573.1	61582.1	105034	80241.1	100301	82966.2	64091.5	107765	55480.2	98730.5
A0A0H2XEM2	A0A0H2XEM2	A0A0H2XEM2_STAA3	SAUSA300_0793	Uncharacterized protein	77958.7	104138	74851.3	127353	159119	164542	152123	150517	171487	177046	223942	157477
A0A0H2XEM3	A0A0H2XEM3	A0A0H2XEM3_STAA3	atpG	ATP synthase gamma chain	702768	836330	684782	1.33538e+06	1.45309e+06	1.52524e+06	1.72427e+06	1.6592e+06	1.99602e+06	1.36229e+06	1.56445e+06	1.75127e+06
A0A0H2XEM6	A0A0H2XEM6	A0A0H2XEM6_STAA3	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	34456.8	15421.8	18753.7	45237.3	43012.2	63817.3	90603.5	49170	83373.9	83265.7	51003.8	69842.9
A0A0H2XEM7	A0A0H2XEM7	A0A0H2XEM7_STAA3	ipdC	Indole-3-pyruvate decarboxylase	43203.8	49702.2	54256.4	90957.7	80266.9	88655.5	116208	112445	115970	100553	108699	112166
A0A0H2XEM8	A0A0H2XEM8	A0A0H2XEM8_STAA3	SAUSA300_0462	Uncharacterized protein	105385	116450	91217.4	200035	213577	177660	207252	232356	250016	215057	211766	202019
A0A0H2XEM9	A0A0H2XEM9	A0A0H2XEM9_STAA3	SAUSA300_1524	CBS domain pair protein	33764.1	29705.3	41432.8	32978.1	43942.8	59904	24691.2	66918	55840	39301.2	29962.6	25405.3
A0A0H2XEN1	A0A0H2XEN1	A0A0H2XEN1_STAA3	SAUSA300_0317	Uncharacterized protein	14977.4	12224.2	12735.1	20252.3	15745.1	17684.6	22691.3	26665	16211	20059.9	27309.7	26022.6
A0A0H2XEN4	A0A0H2XEN4	A0A0H2XEN4_STAA3	SAUSA300_0985	Glutaredoxin domain-containing protein		6952.17	4162.76	4195.59	6006.22		9377.61	6750.49	4062.63	7603.53	7768.14	
A0A0H2XEN6	A0A0H2XEN6	A0A0H2XEN6_STAA3	SAUSA300_1864	Putative membrane protein	87166.2	99881.9	73412.3	162005	142279	158816	170118	200913	220184	207595	194387	173158
A0A0H2XEN8	A0A0H2XEN8	A0A0H2XEN8_STAA3	lctP	L-lactate permease	2728.26	2800.51	3344.83	6950.54	7881.78	3924.65	10607.7	10231.3	6206.68	10110.7	5530.32	4586.13
A0A0H2XEN8;A0A0H2XGA6	A0A0H2XGA6;A0A0H2XEN8	A0A0H2XEN8_STAA3;A0A0H2XGA6_STAA3	SAUSA300_2313;lctP	L-lactate permease	251076	418995	153131	337394	608577	368256	520681	462140	472072	795835	443329	652338
A0A0H2XEP1	A0A0H2XEP1	A0A0H2XEP1_STAA3	SAUSA300_0003	Uncharacterized protein	37592.6	62622.3	26026.5	139807	214783	115914	120392	172300	223208	166836	216950	161932
A0A0H2XEP2	A0A0H2XEP2	A0A0H2XEP2_STAA3	SAUSA300_1733	Uncharacterized protein	24962.6	19339.4	15703	13141.8	11968.5	17752.2	11778.1	17237.2	13466.3	12641.9	13003.2	15937.6
A0A0H2XEP7	A0A0H2XEP7	A0A0H2XEP7_STAA3	SAUSA300_2460	Acetyltransferase family protein	51909.3	73739.4	78952.6	87112.2	92963.4	107173	115399	119481	134486	121643	92233	131702
A0A0H2XEP9	A0A0H2XEP9	A0A0H2XEP9_STAA3	glnR	Glutamine synthetase repressor	36585.4	22066.8	40235.3	44585.3	46798.5	41457.9	75898.5	59821.7	85425.8	56106.1	58925.6	45144.2
A0A0H2XEQ2	A0A0H2XEQ2	A0A0H2XEQ2_STAA3	zwf	Glucose-6-phosphate 1-dehydrogenase	812102	848271	768575	1.44339e+06	1.51932e+06	1.48528e+06	1.82607e+06	1.88183e+06	1.75464e+06	1.75709e+06	1.67607e+06	1.65191e+06
A0A0H2XEQ6	A0A0H2XEQ6	A0A0H2XEQ6_STAA3	msrA	Peptide methionine sulfoxide reductase MsrA	126909	143122	90211.6	221653	225611	201426	347718	280911	265397	288063	238908	248956
A0A0H2XEQ7	A0A0H2XEQ7	A0A0H2XEQ7_STAA3	SAUSA300_0209	Maltodextrin-binding protein	27658.5	14859.5	23985.2	40774.7	26060.7	32390	37120	36240.3	28783.2	32195.4	43826.5	33363.5
A0A0H2XER1	A0A0H2XER1	A0A0H2XER1_STAA3	SAUSA300_0023	YycI protein	15911	18531.2	24992.9	39010.5	18656.6	27022.2	34754.3	30721.1	37799.1	28814.2	32451.6	14957.7
A0A0H2XER4	A0A0H2XER4	A0A0H2XER4_STAA3	SAUSA300_2213	AcrB/AcrD/AcrF family protein	101866	89864.2	109939	166847	162169	162226	207911	194706	211132	193654	204288	178490
A0A0H2XER5	A0A0H2XER5	A0A0H2XER5_STAA3	SAUSA300_2001	DNA mismatch repair protein-like protein	13604.4	16494.3	11673.6	17751.4	28146.8	26285.4	37949.7	25237.9	27397.7	23585.4	21719	29209.7
A0A0H2XER6	A0A0H2XER6	A0A0H2XER6_STAA3	SAUSA300_1086	Putative cell-division initiation protein	615516	622071	544105	684865	782068	865588	956698	870554	1.24407e+06	796490	1.05439e+06	1.30783e+06
A0A0H2XER9	A0A0H2XER9	A0A0H2XER9_STAA3	SAUSA300_2279	LysR family regulatory protein	9316.78	6402.87	8544.72	14729.7	18895.6	14354.8	14698.4	27916	29618.7	36051.5	27841.4	40760.9
A0A0H2XES0	A0A0H2XES0	A0A0H2XES0_STAA3	SAUSA300_0631	Putative nucleoside transporter	7391.16	76435.4	62721.8	68281.4	91870	116970	86516.5	110371		110570	109594	49849.1
A0A0H2XES1	A0A0H2XES1	A0A0H2XES1_STAA3	gntP	Gluconate permease		11397.9	5750.67	10744.6	19756.5	15003.3	4474.43	21857.1	7730.51	5920.58	23530.4	13895.5
A0A0H2XES4	A0A0H2XES4	A0A0H2XES4_STAA3	SAUSA300_0716	Ribonucleoside-diphosphate reductase	1.69563e+06	2.04505e+06	1.92056e+06	3.60501e+06	3.88772e+06	3.45498e+06	4.35514e+06	4.23642e+06	4.10867e+06	3.88622e+06	4.14903e+06	4.13084e+06
A0A0H2XES5	A0A0H2XES5	A0A0H2XES5_STAA3	SAUSA300_2216	Transcriptional regulator, MarR family		5597.66		15438.9	16233.6	14068	10002	16848	18381.9	19280.5	12232.8	19251.4
A0A0H2XET0	A0A0H2XET0	A0A0H2XET0_STAA3	SAUSA300_0706	Putative osmoprotectant ABC transporter, ATP-binding protein	119202	147967	121410	233924	261552	222375	291043	319645	284600	285565	276873	290149
A0A0H2XET3	A0A0H2XET3	A0A0H2XET3_STAA3	SAUSA300_1440	Uncharacterized protein	13218.3	27510.7	21009	33620.1	48050.2	23290.8	38256.3	53607	52696.9	44987.5	33972.2	45737.9
A0A0H2XET4	A0A0H2XET4	A0A0H2XET4_STAA3	SAUSA300_1725	Transaldolase	865878	1.07538e+06	903604	1.76423e+06	2.15529e+06	2.00389e+06	2.34785e+06	2.46997e+06	2.38314e+06	2.36903e+06	2.19809e+06	2.27895e+06
A0A0H2XET7	A0A0H2XET7	A0A0H2XET7_STAA3	SAUSA300_2523	Uncharacterized protein	5856.48	10717.1	6357.05	16815.3	13679.8	8108.79	16132.2	18644.2	16763.7	18775.5	18923.5	13201.1
A0A0H2XEU1	A0A0H2XEU1	A0A0H2XEU1_STAA3	SAUSA300_0591	Acetyltransferase, GNAT family	142838	191431	161259	273113	306159	261076	276817	304447	320663	323678	242269	281315
A0A0H2XEU4	A0A0H2XEU4	A0A0H2XEU4_STAA3	oppC	Oligopeptide ABC transporter, permease protein	5114.25	4529.74	6199.61	12063	12194.6	8176	12227.8	7306.42	14423	13335	15112.4	11921.3
A0A0H2XEU5	A0A0H2XEU5	A0A0H2XEU5_STAA3	SAUSA300_0508	Uncharacterized protein	44232.6	62555.6	59582.5	139929	82243.4	103038	155857	127173	132844	179461	192300	140019
A0A0H2XEU8	A0A0H2XEU8	A0A0H2XEU8_STAA3	SAUSA300_1277	Uncharacterized protein	54242.5	91814.7	116192	286431	255770	240681	183031	302090	269526	335405	181096	370266
A0A0H2XEV1	A0A0H2XEV1	A0A0H2XEV1_STAA3	SAUSA300_2425	Uncharacterized protein		2851.93	1461.8	5380.87	5000.5	4178.64	7520.31	7303.61	4474.14	6320.93	4818.85	2556.38
A0A0H2XEV3	A0A0H2XEV3	A0A0H2XEV3_STAA3	SAUSA300_0283	Type VII secretion system protein EssC	34219.6	33121.2	31440.7	53538.8	58705.5	66752.8	77447.8	72780.5	79618.5	64990.5	68758.6	76020.1
A0A0H2XEV6	A0A0H2XEV6	A0A0H2XEV6_STAA3	SAUSA300_0199	Uncharacterized protein	958.799			2644.35		2868.41	1421.35	2904.35	3942.32	1410.47	2100.47	
A0A0H2XEV7	A0A0H2XEV7	A0A0H2XEV7_STAA3	SAUSA300_0689	Glycosyl transferase, group 2 family protein	20444.3	21710.9	28395.2	49040.9	32727.9	33822.3	49785.8	42014	46823.1	26587	43770.6	27030
A0A0H2XEV9	A0A0H2XEV9	A0A0H2XEV9_STAA3	SAUSA300_0924	Sodium transport family protein		1944.25	5729.21	7045.39	4043.98		5921.38	2731.33	3386.56		4430.84	3967.54
A0A0H2XEW0	A0A0H2XEW0	A0A0H2XEW0_STAA3	SAUSA300_0040	Uncharacterized protein	7034.45	8004.08	6506.34	10470.4		9531.17	17981.2	5869.58	16659.4	4086.68		14353.7
A0A0H2XEW3	A0A0H2XEW3	A0A0H2XEW3_STAA3	serA	D-3-phosphoglycerate dehydrogenase	34266	31694.6	26958.3	48541.6	41966.5	59395.5	51341.2	47523.1	61154.6	44274.5	63197.1	50083.2
A0A0H2XEW4	A0A0H2XEW4	A0A0H2XEW4_STAA3	SAUSA300_2465	ABC transporter, ATP-binding protein	2921.52	3614.52	4940.31	2862.13	3231.85	3945.89	4537.44	4952.1	2840.14	2985.56	3706.64	7291.46
A0A0H2XEW5	A0A0H2XEW5	A0A0H2XEW5_STAA3	SAUSA300_1058	Alpha-hemolysin	4759	8394.17	9974.33	19644.5	21157.1	13526	23212.7	17362.4	21123.8	26768.7	25373.7	24012.1
A0A0H2XEX3	A0A0H2XEX3	A0A0H2XEX3_STAA3	SAUSA300_0982	Uncharacterized protein	253595	220381	205252	470790	426132	447760	422206	450775	625570	453049	271238	411978
A0A0H2XEX6	A0A0H2XEX6	A0A0H2XEX6_STAA3	nusA	Transcription termination/antitermination protein NusA	614506	741051	632386	1.08028e+06	1.18807e+06	1.16292e+06	1.25292e+06	1.27499e+06	1.33499e+06	1.43278e+06	1.26078e+06	1.28993e+06
A0A0H2XEX8	A0A0H2XEX8	A0A0H2XEX8_STAA3	SAUSA300_0754	Uncharacterized protein	2785.73	7063.99	5003.04	7502.26	2227.04	3294.17	9000.59	4074.74	11507	7707	5590.51	7511
A0A0H2XEX9	A0A0H2XEX9	A0A0H2XEX9_STAA3	purK	N5-carboxyaminoimidazole ribonucleotide synthase	67272.4	72447.2	68319.3	134332	126981	112471	156285	126914	121360	151381	127304	128882
A0A0H2XEY2	A0A0H2XEY2	A0A0H2XEY2_STAA3	SAUSA300_1909	Uncharacterized protein	351714	312147	317004	784854	717254	650221	860238	917922	913459	938701	909432	815466
A0A0H2XEY5	A0A0H2XEY5	A0A0H2XEY5_STAA3	SAUSA300_0384	Uncharacterized protein	18549.7	32710.4	25326.7	30395.3	39734.4	49180.8	33133.2	40476.2	58004.3	57121	30917.1	61507.6
A0A0H2XEZ0	A0A0H2XEZ0	A0A0H2XEZ0_STAA3	SAUSA300_1301	Uncharacterized protein	12199.6	15405.7	10816.3	19517.5	24526.8	18765.2	20814.4	29925.3	24981.3	12110.1	19378.5	27783.7
A0A0H2XEZ9	A0A0H2XEZ9	A0A0H2XEZ9_STAA3	SAUSA300_0574	Phosphomevalonate kinase	62412.4	101031	84163.7	165872	164067	189867	145964	212236	159796	180126	251077	174541
A0A0H2XF03	A0A0H2XF03	A0A0H2XF03_STAA3	SAUSA300_2386	Beta-lactamase	9335.43	8197.6	5732.9	15927.9	8312.08	14878.7	15093.1	16409.7	17904.1	15128.7	15581.5	22044.6
A0A0H2XF07	A0A0H2XF07	A0A0H2XF07_STAA3	SAUSA300_2317	Putative zinc-binding dehydrogenase	596729	536292	628609	1.10923e+06	1.12485e+06	1.2047e+06	1.36868e+06	1.37345e+06	1.50805e+06	1.26689e+06	1.4335e+06	1.37736e+06
A0A0H2XF08	A0A0H2XF08	A0A0H2XF08_STAA3	SAUSA300_2269	Uncharacterized protein	41295.9	43297.6	53497.4	76252.7	72445.7	108172	129140	112285	119522	98614.5	110089	111289
A0A0H2XF10	A0A0H2XF10	A0A0H2XF10_STAA3	SAUSA300_0252	Glycosyl transferase, group 2 family protein	383778	374531	341412	705528	690635	733538	791384	845120	884232	796727	812906	813883
A0A0H2XF11	A0A0H2XF11	A0A0H2XF11_STAA3	cap5O	Capsular polysaccharide biosynthesis protein Cap5O	6800.32	3022.14	5083.75	5792.99	5354.58	9508.26	5490.17	2651.67	6541.38	5228.16	9678.77	9318.95
A0A0H2XF13	A0A0H2XF13	A0A0H2XF13_STAA3	sbnC	Siderophore biosynthesis protein, IucC family	3881.84	6230.12	8391.27	19569.9	12582.1	8360.87	17441.7	11032.1	15659	13504	18822.8	14831.8
A0A0H2XF16	A0A0H2XF16	A0A0H2XF16_STAA3	SAUSA300_2299	Multidrug resistance protein A, drug resistance transporter	117715	115908	84382.4	211120	218411	173996	225126	120463	201636	233269	150926	272037
A0A0H2XF17	A0A0H2XF17	A0A0H2XF17_STAA3	SAUSA300_1106	Putative lipoprotein	37302.9	45617.3	44770.6	53753.2	46067.6	47034.2	74606.9	58783.8	67227.2	76977.3	55975.5	46088.8
A0A0H2XF21	A0A0H2XF21	A0A0H2XF21_STAA3	SAUSA300_0046	Uncharacterized protein	37054.5	44489.4	39166.2	80558.9	76295.6	68085.3	89956.7	92221.8	88714.3	95170.9	86242.9	83789
A0A0H2XF23	A0A0H2XF23	A0A0H2XF23_STAA3	SAUSA300_2512	Glyoxalase family protein	8479.41	9481.13		14605.4	26265.1	13480.1	15272.7	18978.1	21874.7	22268.9	17834.9	26053.8
A0A0H2XF27	A0A0H2XF27	A0A0H2XF27_STAA3	mgtE	Magnesium transporter MgtE	17120.7	20969	29453.8	38191.6	28464	52497.2	48802.8	65318.3	53670.2	40612.9	64691.7	51544.4
A0A0H2XF29	A0A0H2XF29	A0A0H2XF29_STAA3	SAUSA300_1099	Uncharacterized protein	1810.59	3382.22	6188.8	5476.96	3802.51	5382.35	10817.6	10952	10255.8	6858.11	8662.51	6453.27
A0A0H2XF32	A0A0H2XF32	A0A0H2XF32_STAA3	nth	Endonuclease III	23585.2	26937.6	18576.5	45914.9	58662	38690.8	53960.6	84668.9	64254.9	67811.9	49185.7	50957.9
A0A0H2XF36	A0A0H2XF36	A0A0H2XF36_STAA3	SAUSA300_2169	Uncharacterized protein	24562.5	29181	25706.2	41578	44984.6	39419.5	47738.2	50266	39391.3	45998.1	49252.2	49348.9
A0A0H2XF37	A0A0H2XF37	A0A0H2XF37_STAA3	lytM	Lysostaphin	15184.5	31839.7	24772.9	32816.8	37476.7	45723.7	38975.7	52798.4	54007.7	41172.1	61046.5	55121.3
A0A0H2XF42	A0A0H2XF42	A0A0H2XF42_STAA3	SAUSA300_0986	Cytochrome D ubiquinol oxidase, subunit I	29368.4	22603.4	21813.3	48075.9	56157.4	41406.6	64887.1	72295.6	44347.6	67120.9	65610.2	60189.3
A0A0H2XF46	A0A0H2XF46	A0A0H2XF46_STAA3	SAUSA300_0858	Uncharacterized protein	169762	160492	162952	366386	360990	328436	367237	471217	394774	340465	373443	328926
A0A0H2XF50	A0A0H2XF50	A0A0H2XF50_STAA3	hup	DNA-binding protein HU	1.13866e+06	1.15572e+06	931976	2.08402e+06	2.09204e+06	2.04968e+06	2.33602e+06	2.61689e+06	2.71776e+06	2.37854e+06	2.19405e+06	2.39455e+06
A0A0H2XF54	A0A0H2XF54	A0A0H2XF54_STAA3	SAUSA300_1580	Bacterial luciferase family protein	36802.9	31450	29592.7	80368.3	70792.2	63714.2	68784.4	86305.1	67245.4	67897	61526.7	61435.8
A0A0H2XF56	A0A0H2XF56	A0A0H2XF56_STAA3	secF	Multifunctional fusion protein	196610	220907	225279	353890	422713	395313	514824	495506	551653	519070	455632	490761
A0A0H2XF57	A0A0H2XF57	A0A0H2XF57_STAA3	SAUSA300_0261	Uncharacterized protein		9937.65	12724.3	18330.7	21186.3	13754.8	12834.6	22340.8	8151.7	22324.4	9535.63	20773.3
A0A0H2XF59	A0A0H2XF59	A0A0H2XF59_STAA3	SAUSA300_0622	Putative membrane protein	10306	14017.9	11706.7	24553.5	24056.6	5141.5	28805.8	25913.1	23995.7	24910.4	11384.6	27069.3
A0A0H2XF63	A0A0H2XF63	A0A0H2XF63_STAA3	SAUSA300_1906	Uncharacterized protein	18758	14275.7	24320.8	24424.5	32883	37675.2	34176.8	36227.4	45874.1	47898.9	39048.3	46382.1
A0A0H2XF66	A0A0H2XF66	A0A0H2XF66_STAA3	SAUSA300_2325	Uncharacterized protein			2818.45	6937.05	6476.29	9551.19	6321.53	11481.4		9608.24		
A0A0H2XF70	A0A0H2XF70	A0A0H2XF70_STAA3	SAUSA300_2581	Putative surface anchored protein	7675.97	11143.6	11993.4	23653.4	26290.4	21207.7	21153.7	28508.4	27379.4	23275.8	25637.9	20153.2
A0A0H2XF73	A0A0H2XF73	A0A0H2XF73_STAA3	SAUSA300_1112	Protein phosphatase 2C domain protein	185529	157148	185640	358509	287500	340703	429971	392020	420574	342527	352534	356941
A0A0H2XF74	A0A0H2XF74	A0A0H2XF74_STAA3	SAUSA300_2578	Putative phage infection protein	58643.1	58893.3	62662.2	97288.5	117882	79886.3	108163	121180	138659	114313	96225.8	108408
A0A0H2XF75	A0A0H2XF75	A0A0H2XF75_STAA3	pcrA	ATP-dependent DNA helicase	170218	177509	186586	324643	299881	290879	400903	366250	342491	344182	359080	310808
A0A0H2XF79	A0A0H2XF79	A0A0H2XF79_STAA3	SAUSA300_0780	Uncharacterized protein	7384	6833.25	6352.58	19191.4	17984.7	18552.4	19408.6	21500.8	14808.6	14645.4	20726.4	19604.1
A0A0H2XF80	A0A0H2XF80	A0A0H2XF80_STAA3	SAUSA300_0503	HTH-type transcriptional regulator NorG	5448.94	4376.12	5274.9	23021.1	8660.09	8718.47	9533.94	12116.4	14065.1	9564.58	12115.3	12463.5
A0A0H2XF83	A0A0H2XF83	A0A0H2XF83_STAA3	SAUSA300_0657	Uncharacterized protein	60607	47870.5	59916.1	87499	73751.2	118699	100074	112513	155821	120558	87003.1	81024.5
A0A0H2XF85	A0A0H2XF85	A0A0H2XF85_STAA3	uvrA	UvrABC system protein A	80864.2	86043	87439.5	166656	160733	152069	190052	195990	189689	184885	188764	183279
A0A0H2XF86	A0A0H2XF86	A0A0H2XF86_STAA3	moeA	Molybdopterin molybdenumtransferase	82945.4	87328.9	84033.1	166577	163656	171395	197845	224557	193837	198572	196687	188252
A0A0H2XF90	A0A0H2XF90	A0A0H2XF90_STAA3	SAUSA300_1470	Geranyltranstransferase	37153.8	43040.1	30865.5	48211	64377.8	72905.9	39571.3	79565.7	72243.9	64787.8	59684	68842.7
A0A0H2XF92	A0A0H2XF92	A0A0H2XF92_STAA3	SAUSA300_0518	Uncharacterized protein	80963.2	70557.6	76948.2	127847	102957	121764	141788	179036	131462	160276	140026	155339
A0A0H2XF94	A0A0H2XF94	A0A0H2XF94_STAA3	SAUSA300_0463	Uncharacterized protein	12930.8	21902.9	22408.3	62780	65533.4	104615	66202.9	82956	60396.1	85217.1	117840	69333.5
A0A0H2XF96	A0A0H2XF96	A0A0H2XF96_STAA3	SAUSA300_0363	Uncharacterized protein	29560.6	44694.2	40988	113738	60502.8	106383	128369	50963.2	110810	71661.6	99589	96228.8
A0A0H2XF98	A0A0H2XF98	A0A0H2XF98_STAA3	SAUSA300_2553	Precorrin-2 dehydrogenase	16475	11843.9	9472.26	19717.6	18866.7	20856.8	29560.6	25144.1	26639.5	31657.3	26276.5	27240.5
A0A0H2XFA3	A0A0H2XFA3	A0A0H2XFA3_STAA3	SAUSA300_0356	Uncharacterized protein	69927.9	71374.9	84225.7	139481	108248	144190	163728	170766	192411	146911	127158	190360
A0A0H2XFA5	A0A0H2XFA5	A0A0H2XFA5_STAA3	SAUSA300_1556	Putative GTP-binding protein	37264.1	35994.6	40507.6	84090.7	74226.3	64520.9	100016	102484	100763	96602.9	99444.2	81683.9
A0A0H2XFA8	A0A0H2XFA8	A0A0H2XFA8_STAA3	SAUSA300_0952	Aminotransferase	46856.4	51754.2	41037.9	84875.1	100758	97265.4	105314	105096	128671	119465	101952	107823
A0A0H2XFA9	A0A0H2XFA9	A0A0H2XFA9_STAA3	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	990105	960721	1.09566e+06	1.91584e+06	1.92742e+06	2.14064e+06	2.55544e+06	2.35654e+06	2.68502e+06	2.3328e+06	2.44903e+06	2.47262e+06
A0A0H2XFB2	A0A0H2XFB2	A0A0H2XFB2_STAA3	SAUSA300_2284	Uncharacterized protein	22467	15410.7	20556.9	37316.8	29247	36379.2	51035.5	37687	46204.8	39121.6	47560.8	47185.7
A0A0H2XFB3	A0A0H2XFB3	A0A0H2XFB3_STAA3	lipM	Octanoyltransferase LipM	287928	271235	316504	628728	641406	654729	717361	827108	725088	710572	793830	757453
A0A0H2XFB5	A0A0H2XFB5	A0A0H2XFB5_STAA3	SAUSA300_1898	Uncharacterized protein			2837.45	11054.8		9915.46	14994.2	16254.8	12575.6	18283.2	10484.9	19893
A0A0H2XFB7	A0A0H2XFB7	A0A0H2XFB7_STAA3	SAUSA300_0637	Dihydroxyacetone kinase, DhaL subunit	17385.6	16265.6	17936.8	35242.2	35288.2	34452.5	31217.1	39091.4	42208.6	39010.2	36469	37891.3
A0A0H2XFC0	A0A0H2XFC0	A0A0H2XFC0_STAA3	SAUSA300_0670	ABC transporter, ATP-binding protein, MsbA family	30536.9	29014.2	21834.7	55387.8	55595.3	64244	61465.1	70184	70165.3	67060.8	58184.7	68734
A0A0H2XFC5	A0A0H2XFC5	A0A0H2XFC5_STAA3	SAUSA300_0265	Putative ribose operon repressor	4631.51	5982.83	6988.29	15861.9	10058.3	13587.8	15751.2	7304	15372.1	18149.6	15956.6	13463.9
A0A0H2XFC8	A0A0H2XFC8	A0A0H2XFC8_STAA3	SAUSA300_2516	Oxidoreductase, short chain dehydrogenase/reductase family	76462.1	68776.8	70066.2	66581.5	63360.2	79983.1	146053	78536.1	75123.6	64495.1	44937.3	66391.7
A0A0H2XFD1	A0A0H2XFD1	A0A0H2XFD1_STAA3	SAUSA300_2484	Hydroxymethylglutaryl-CoA synthase	700399	696749	701140	1.33238e+06	1.2655e+06	1.269e+06	1.6081e+06	1.49186e+06	1.5743e+06	1.47595e+06	1.39659e+06	1.49885e+06
A0A0H2XFD4	A0A0H2XFD4	A0A0H2XFD4_STAA3	SAUSA300_1335	Uncharacterized protein	48814.2	63379.2	69834.5	92928.7	107674	86285.8	176784	137791	77500.5	154262	108102	136200
A0A0H2XFD5	A0A0H2XFD5	A0A0H2XFD5_STAA3	SAUSA300_0093	Transcriptional regulator, LysR family domain protein	51645	57243.9	54568.4	108595	119012	99385.6	104238	135639	114554	131736	114960	126702
A0A0H2XFD7	A0A0H2XFD7	A0A0H2XFD7_STAA3	SAUSA300_0696	6-carboxy-5,6,7,8-tetrahydropterin synthase	83571.3	67676.9	78659.5	148974	140058	152865	145860	167181	162178	141399	142655	154056
A0A0H2XFD8	A0A0H2XFD8	A0A0H2XFD8_STAA3	SAUSA300_0427	Uncharacterized protein	80144.7	75638.1	114064	125610	100118	138790	174362	102193	134133	119780	101563	122502
A0A0H2XFD9	A0A0H2XFD9	A0A0H2XFD9_STAA3	lysA	Diaminopimelate decarboxylase	118060	134886	111067	234434	219263	252437	240963	229255	248088	282602	281530	282365
A0A0H2XFE1	A0A0H2XFE1	A0A0H2XFE1_STAA3	SAUSA300_1692	Uncharacterized protein	44632.2	26715.5	44244.8	81075.3	75879	82452.5	78775.7	91382.3	92691.9	70396.9	102499	78206.6
A0A0H2XFE3	A0A0H2XFE3	A0A0H2XFE3_STAA3	SAUSA300_1247	Uncharacterized protein	138951	146611	177602	269931	277904	250436	331652	312789	274513	251882	309453	280703
A0A0H2XFE4	A0A0H2XFE4	A0A0H2XFE4_STAA3	SAUSA300_2504	Acyltransferase	39380	35459.6	35546.6	82155.9	71932.7	78138.4	70356.6	97871.7	94017.2	104817	89896.1	105058
A0A0H2XFE7	A0A0H2XFE7	A0A0H2XFE7_STAA3	SAUSA300_0939	Glycosyl transferase, group 1 family protein	422181	484731	394132	629330	633509	663293	873473	705448	868833	817063	770379	801618
A0A0H2XFF2	A0A0H2XFF2	A0A0H2XFF2_STAA3	SAUSA300_1570	Peptidase, U32 family	158874	162431	161200	298540	306500	272818	378629	377680	358101	325586	341508	290028
A0A0H2XFF6	A0A0H2XFF6	A0A0H2XFF6_STAA3	spxA	Global transcriptional regulator Spx	129075	84266.8	132150	175845	208353	336906	254420	253534	262163	250870	244696	351886
